stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI2,103.0,67.0,36.0,19.0,22.0,9.0,103.0,PM25,TIDAK SEHAT
DKI2,93.0,69.0,36.0,24.0,24.0,9.0,93.0,PM25,SEDANG
DKI2,63.0,44.0,34.0,18.0,14.0,15.0,63.0,PM25,SEDANG
DKI2,64.0,44.0,34.0,17.0,18.0,13.0,64.0,PM25,SEDANG
DKI2,79.0,57.0,35.0,19.0,22.0,12.0,79.0,PM25,SEDANG
DKI2,81.0,60.0,36.0,22.0,23.0,13.0,81.0,PM25,SEDANG
DKI2,81.0,58.0,36.0,20.0,22.0,8.0,81.0,PM25,SEDANG
DKI2,92.0,66.0,40.0,21.0,21.0,24.0,92.0,PM25,SEDANG
DKI2,85.0,63.0,36.0,29.0,19.0,31.0,85.0,PM25,SEDANG
DKI2,97.0,69.0,44.0,19.0,22.0,18.0,97.0,PM25,SEDANG
DKI2,92.0,70.0,41.0,23.0,17.0,31.0,92.0,PM25,SEDANG
DKI2,88.0,66.0,40.0,17.0,17.0,9.0,88.0,PM25,SEDANG
DKI2,78.0,60.0,34.0,19.0,14.0,18.0,78.0,PM25,SEDANG
DKI2,62.0,48.0,35.0,17.0,13.0,14.0,62.0,PM25,SEDANG
DKI2,56.0,39.0,34.0,21.0,14.0,25.0,56.0,PM25,SEDANG
DKI2,79.0,56.0,34.0,23.0,13.0,23.0,79.0,PM25,SEDANG
DKI2,67.0,54.0,33.0,23.0,11.0,23.0,67.0,PM25,SEDANG
DKI2,54.0,37.0,32.0,16.0,13.0,15.0,54.0,PM25,SEDANG
DKI2,87.0,60.0,37.0,21.0,20.0,24.0,87.0,PM25,SEDANG
DKI2,101.0,75.0,39.0,17.0,25.0,8.0,101.0,PM25,TIDAK SEHAT
DKI2,77.0,56.0,35.0,16.0,20.0,11.0,77.0,PM25,SEDANG
DKI2,101.0,72.0,36.0,19.0,22.0,7.0,101.0,PM25,TIDAK SEHAT
DKI3,84.0,53.0,27.0,12.0,30.0,21.0,84.0,PM25,SEDANG
DKI3,83.0,53.0,27.0,12.0,29.0,24.0,83.0,PM25,SEDANG
DKI3,77.0,51.0,30.0,11.0,27.0,22.0,77.0,PM25,SEDANG
DKI3,60.0,42.0,25.0,16.0,20.0,39.0,60.0,PM25,SEDANG
DKI3,97.0,64.0,28.0,20.0,20.0,50.0,97.0,PM25,SEDANG
DKI3,81.0,51.0,27.0,11.0,28.0,18.0,81.0,PM25,SEDANG
DKI3,94.0,60.0,28.0,19.0,20.0,42.0,94.0,PM25,SEDANG
DKI3,66.0,45.0,25.0,12.0,18.0,26.0,66.0,PM25,SEDANG
DKI3,75.0,42.0,30.0,10.0,26.0,21.0,75.0,PM25,SEDANG
DKI3,84.0,61.0,26.0,23.0,15.0,73.0,84.0,PM25,SEDANG
DKI3,64.0,41.0,28.0,10.0,12.0,33.0,64.0,PM25,SEDANG
DKI3,71.0,48.0,27.0,9.0,12.0,34.0,71.0,PM25,SEDANG
DKI3,65.0,43.0,29.0,13.0,22.0,32.0,65.0,PM25,SEDANG
DKI3,66.0,45.0,28.0,12.0,27.0,27.0,66.0,PM25,SEDANG
DKI3,72.0,49.0,28.0,15.0,21.0,32.0,72.0,PM25,SEDANG
DKI3,71.0,52.0,30.0,14.0,16.0,53.0,71.0,PM25,SEDANG
DKI3,62.0,44.0,30.0,16.0,13.0,67.0,67.0,NO2,SEDANG
DKI3,64.0,40.0,34.0,11.0,19.0,34.0,64.0,PM25,SEDANG
DKI3,80.0,57.0,37.0,15.0,16.0,64.0,80.0,PM25,SEDANG
DKI3,101.0,67.0,34.0,18.0,15.0,51.0,101.0,PM25,TIDAK SEHAT
DKI3,96.0,70.0,32.0,20.0,16.0,59.0,96.0,PM25,SEDANG
DKI3,59.0,43.0,30.0,10.0,15.0,50.0,59.0,PM25,SEDANG
DKI3,42.0,28.0,28.0,10.0,11.0,43.0,43.0,NO2,BAIK
DKI3,71.0,52.0,34.0,17.0,11.0,66.0,71.0,PM25,SEDANG
DKI3,109.0,87.0,30.0,22.0,12.0,50.0,109.0,PM25,TIDAK SEHAT
DKI3,67.0,56.0,30.0,10.0,10.0,29.0,67.0,PM25,SEDANG
DKI3,88.0,61.0,33.0,15.0,15.0,68.0,88.0,PM25,SEDANG
DKI3,87.0,58.0,39.0,13.0,31.0,50.0,87.0,PM25,SEDANG
DKI3,65.0,42.0,32.0,12.0,27.0,34.0,65.0,PM25,SEDANG
DKI3,84.0,55.0,33.0,14.0,22.0,48.0,84.0,PM25,SEDANG
DKI4,103.0,63.0,21.0,11.0,34.0,16.0,103.0,PM25,TIDAK SEHAT
DKI4,102.0,62.0,21.0,12.0,38.0,21.0,102.0,PM25,TIDAK SEHAT
DKI4,92.0,61.0,22.0,10.0,34.0,16.0,92.0,PM25,SEDANG
DKI4,80.0,56.0,19.0,11.0,27.0,17.0,80.0,PM25,SEDANG
DKI4,112.0,69.0,21.0,20.0,25.0,17.0,112.0,PM25,TIDAK SEHAT
DKI4,101.0,61.0,20.0,15.0,31.0,19.0,101.0,PM25,TIDAK SEHAT
DKI4,96.0,66.0,19.0,16.0,27.0,18.0,96.0,PM25,SEDANG
DKI4,117.0,83.0,20.0,23.0,26.0,17.0,117.0,PM25,TIDAK SEHAT
DKI4,86.0,57.0,19.0,14.0,26.0,21.0,86.0,PM25,SEDANG
DKI4,107.0,66.0,20.0,12.0,33.0,20.0,107.0,PM25,TIDAK SEHAT
DKI4,95.0,70.0,19.0,19.0,28.0,19.0,95.0,PM25,SEDANG
DKI4,78.0,52.0,19.0,13.0,23.0,11.0,78.0,PM25,SEDANG
DKI4,73.0,50.0,20.0,11.0,19.0,13.0,73.0,PM25,SEDANG
DKI4,84.0,57.0,19.0,13.0,29.0,22.0,84.0,PM25,SEDANG
DKI4,88.0,60.0,21.0,18.0,33.0,23.0,88.0,PM25,SEDANG
DKI4,82.0,61.0,19.0,13.0,32.0,21.0,82.0,PM25,SEDANG
DKI4,75.0,61.0,20.0,13.0,27.0,24.0,75.0,PM25,SEDANG
DKI4,107.0,70.0,22.0,16.0,23.0,18.0,107.0,PM25,TIDAK SEHAT
DKI4,104.0,69.0,22.0,15.0,22.0,20.0,104.0,PM25,TIDAK SEHAT
DKI4,101.0,73.0,19.0,21.0,23.0,24.0,101.0,PM25,TIDAK SEHAT
DKI4,64.0,49.0,20.0,13.0,21.0,17.0,64.0,PM25,SEDANG
DKI4,102.0,66.0,22.0,17.0,18.0,15.0,102.0,PM25,TIDAK SEHAT
DKI4,95.0,76.0,19.0,24.0,14.0,24.0,95.0,PM25,SEDANG
DKI4,60.0,42.0,19.0,11.0,14.0,14.0,60.0,PM25,SEDANG
DKI4,96.0,58.0,22.0,15.0,26.0,11.0,96.0,PM25,SEDANG
DKI4,128.0,80.0,23.0,13.0,38.0,23.0,128.0,PM25,TIDAK SEHAT
DKI4,105.0,70.0,21.0,13.0,29.0,17.0,105.0,PM25,TIDAK SEHAT
DKI5,101.0,27.0,21.0,9.0,40.0,5.0,101.0,PM25,TIDAK SEHAT
DKI5,95.0,22.0,20.0,9.0,43.0,5.0,95.0,PM25,SEDANG
DKI5,95.0,27.0,24.0,11.0,40.0,5.0,95.0,PM25,SEDANG
DKI5,80.0,26.0,20.0,14.0,31.0,5.0,80.0,PM25,SEDANG
DKI5,116.0,42.0,23.0,19.0,29.0,5.0,116.0,PM25,TIDAK SEHAT
DKI5,95.0,41.0,21.0,13.0,33.0,5.0,95.0,PM25,SEDANG
DKI5,99.0,39.0,21.0,15.0,32.0,5.0,99.0,PM25,SEDANG
DKI5,142.0,51.0,20.0,26.0,35.0,4.0,142.0,PM25,TIDAK SEHAT
DKI5,97.0,26.0,19.0,10.0,32.0,30.0,97.0,PM25,SEDANG
DKI5,96.0,26.0,21.0,12.0,39.0,52.0,96.0,PM25,SEDANG
DKI5,100.0,25.0,21.0,13.0,49.0,56.0,100.0,PM25,SEDANG
DKI5,85.0,21.0,27.0,11.0,28.0,50.0,85.0,PM25,SEDANG
DKI5,92.0,28.0,21.0,22.0,34.0,54.0,92.0,PM25,SEDANG
DKI5,79.0,17.0,26.0,9.0,39.0,48.0,79.0,PM25,SEDANG
DKI5,105.0,28.0,29.0,18.0,29.0,62.0,105.0,PM25,TIDAK SEHAT
DKI5,103.0,24.0,26.0,11.0,30.0,57.0,103.0,PM25,TIDAK SEHAT
DKI5,89.0,36.0,21.0,13.0,35.0,55.0,89.0,PM25,SEDANG
DKI5,65.0,17.0,21.0,9.0,33.0,52.0,65.0,PM25,SEDANG
DKI5,69.0,15.0,21.0,9.0,28.0,32.0,69.0,PM25,SEDANG
DKI5,90.0,24.0,21.0,15.0,28.0,56.0,90.0,PM25,SEDANG
DKI5,119.0,38.0,20.0,18.0,28.0,44.0,119.0,PM25,TIDAK SEHAT
DKI5,59.0,16.0,20.0,5.0,22.0,25.0,59.0,PM25,SEDANG
DKI5,100.0,24.0,26.0,12.0,29.0,34.0,100.0,PM25,SEDANG
DKI5,105.0,26.0,26.0,10.0,57.0,53.0,105.0,PM25,TIDAK SEHAT
DKI5,76.0,54.0,21.0,9.0,37.0,54.0,76.0,PM25,SEDANG
DKI5,113.0,35.0,22.0,13.0,42.0,47.0,113.0,PM25,TIDAK SEHAT
DKI1,88.0,50.0,33.0,16.0,19.0,33.0,88.0,PM25,SEDANG
DKI1,101.0,64.0,34.0,15.0,19.0,37.0,101.0,PM25,TIDAK SEHAT
DKI1,83.0,56.0,29.0,16.0,14.0,45.0,83.0,PM25,SEDANG
DKI1,117.0,71.0,30.0,24.0,14.0,55.0,117.0,PM25,TIDAK SEHAT
DKI1,117.0,73.0,29.0,23.0,19.0,51.0,117.0,PM25,TIDAK SEHAT
DKI1,86.0,61.0,29.0,15.0,19.0,33.0,86.0,PM25,SEDANG
DKI1,117.0,60.0,28.0,21.0,24.0,40.0,117.0,PM25,TIDAK SEHAT
DKI1,98.0,66.0,30.0,16.0,29.0,28.0,98.0,PM25,SEDANG
DKI1,87.0,60.0,31.0,13.0,21.0,37.0,87.0,PM25,SEDANG
DKI1,94.0,60.0,27.0,17.0,14.0,40.0,94.0,PM25,SEDANG
DKI1,84.0,54.0,26.0,21.0,12.0,48.0,84.0,PM25,SEDANG
DKI1,93.0,51.0,29.0,15.0,13.0,34.0,93.0,PM25,SEDANG
DKI1,94.0,59.0,31.0,14.0,18.0,35.0,94.0,PM25,SEDANG
DKI1,92.0,55.0,32.0,14.0,12.0,36.0,92.0,PM25,SEDANG
DKI1,70.0,51.0,33.0,13.0,9.0,25.0,70.0,PM25,SEDANG
DKI1,79.0,55.0,30.0,12.0,12.0,28.0,79.0,PM25,SEDANG
DKI1,67.0,51.0,30.0,15.0,11.0,35.0,67.0,PM25,SEDANG
DKI1,53.0,23.0,26.0,17.0,9.0,35.0,53.0,PM25,SEDANG
DKI1,60.0,37.0,30.0,22.0,6.0,37.0,60.0,PM25,SEDANG
DKI1,88.0,61.0,43.0,18.0,10.0,43.0,88.0,PM25,SEDANG
DKI1,65.0,36.0,29.0,14.0,15.0,38.0,65.0,PM25,SEDANG
DKI1,106.0,69.0,32.0,35.0,14.0,50.0,106.0,PM25,TIDAK SEHAT
DKI1,82.0,53.0,28.0,12.0,14.0,26.0,82.0,PM25,SEDANG
DKI1,101.0,57.0,31.0,14.0,11.0,34.0,101.0,PM25,TIDAK SEHAT
DKI1,118.0,64.0,33.0,23.0,17.0,45.0,118.0,PM25,TIDAK SEHAT
DKI1,114.0,64.0,35.0,21.0,17.0,52.0,114.0,PM25,TIDAK SEHAT
DKI1,115.0,66.0,26.0,15.0,21.0,34.0,115.0,PM25,TIDAK SEHAT
DKI1,80.0,55.0,27.0,22.0,8.0,44.0,80.0,PM25,SEDANG
DKI2,88.0,68.0,37.0,19.0,18.0,11.0,88.0,PM25,SEDANG
DKI2,105.0,78.0,38.0,20.0,19.0,14.0,105.0,PM25,TIDAK SEHAT
DKI2,78.0,57.0,35.0,15.0,20.0,12.0,78.0,PM25,SEDANG
DKI2,109.0,77.0,36.0,22.0,22.0,10.0,109.0,PM25,TIDAK SEHAT
DKI2,129.0,86.0,37.0,25.0,23.0,13.0,129.0,PM25,TIDAK SEHAT
DKI2,87.0,66.0,37.0,16.0,23.0,8.0,87.0,PM25,SEDANG
DKI2,129.0,84.0,37.0,24.0,23.0,10.0,129.0,PM25,TIDAK SEHAT
DKI2,99.0,68.0,36.0,19.0,27.0,9.0,99.0,PM25,SEDANG
DKI2,97.0,70.0,39.0,18.0,22.0,10.0,97.0,PM25,SEDANG
DKI2,87.0,65.0,38.0,15.0,19.0,9.0,87.0,PM25,SEDANG
DKI2,86.0,64.0,37.0,19.0,19.0,13.0,86.0,PM25,SEDANG
DKI2,93.0,66.0,39.0,16.0,18.0,13.0,93.0,PM25,SEDANG
DKI2,115.0,79.0,41.0,17.0,19.0,9.0,115.0,PM25,TIDAK SEHAT
DKI2,106.0,69.0,37.0,17.0,18.0,8.0,106.0,PM25,TIDAK SEHAT
DKI2,72.0,60.0,43.0,18.0,12.0,21.0,72.0,PM25,SEDANG
DKI2,86.0,60.0,37.0,15.0,20.0,12.0,86.0,PM25,SEDANG
DKI2,73.0,51.0,41.0,16.0,19.0,14.0,73.0,PM25,SEDANG
DKI2,57.0,35.0,34.0,17.0,16.0,7.0,57.0,PM25,SEDANG
DKI2,70.0,52.0,36.0,26.0,10.0,31.0,70.0,PM25,SEDANG
DKI2,95.0,71.0,49.0,21.0,13.0,20.0,95.0,PM25,SEDANG
DKI2,64.0,43.0,36.0,15.0,20.0,7.0,64.0,PM25,SEDANG
DKI2,104.0,71.0,40.0,27.0,18.0,16.0,104.0,PM25,TIDAK SEHAT
DKI2,74.0,53.0,34.0,12.0,24.0,12.0,74.0,PM25,SEDANG
DKI2,103.0,72.0,41.0,16.0,20.0,9.0,103.0,PM25,TIDAK SEHAT
DKI2,113.0,76.0,38.0,23.0,28.0,13.0,113.0,PM25,TIDAK SEHAT
DKI2,120.0,87.0,47.0,24.0,20.0,16.0,120.0,PM25,TIDAK SEHAT
DKI2,91.0,68.0,37.0,16.0,25.0,8.0,91.0,PM25,SEDANG
DKI2,107.0,72.0,37.0,18.0,28.0,7.0,107.0,PM25,TIDAK SEHAT
DKI2,99.0,68.0,39.0,23.0,15.0,10.0,99.0,PM25,SEDANG
DKI3,80.0,49.0,33.0,10.0,22.0,23.0,80.0,PM25,SEDANG
DKI3,98.0,68.0,38.0,14.0,22.0,40.0,98.0,PM25,SEDANG
DKI3,89.0,56.0,36.0,14.0,26.0,50.0,89.0,PM25,SEDANG
DKI3,133.0,93.0,33.0,26.0,21.0,59.0,133.0,PM25,TIDAK SEHAT
DKI3,90.0,56.0,34.0,13.0,26.0,36.0,90.0,PM25,SEDANG
DKI3,98.0,60.0,35.0,15.0,27.0,38.0,98.0,PM25,SEDANG
DKI3,105.0,64.0,35.0,17.0,24.0,39.0,105.0,PM25,TIDAK SEHAT
DKI3,82.0,55.0,35.0,14.0,24.0,39.0,82.0,PM25,SEDANG
DKI3,99.0,59.0,39.0,15.0,27.0,49.0,99.0,PM25,SEDANG
DKI3,95.0,58.0,41.0,12.0,25.0,40.0,95.0,PM25,SEDANG
DKI3,84.0,55.0,40.0,12.0,21.0,47.0,84.0,PM25,SEDANG
DKI3,85.0,53.0,40.0,11.0,22.0,35.0,85.0,PM25,SEDANG
DKI3,82.0,48.0,39.0,9.0,23.0,26.0,82.0,PM25,SEDANG
DKI3,78.0,54.0,38.0,13.0,12.0,53.0,78.0,PM25,SEDANG
DKI3,84.0,58.0,38.0,16.0,17.0,53.0,84.0,PM25,SEDANG
DKI3,59.0,26.0,37.0,9.0,22.0,29.0,59.0,PM25,SEDANG
DKI3,51.0,24.0,34.0,10.0,14.0,40.0,51.0,PM25,SEDANG
DKI3,72.0,51.0,41.0,26.0,10.0,103.0,103.0,NO2,TIDAK SEHAT
DKI3,96.0,69.0,44.0,22.0,18.0,83.0,96.0,PM25,SEDANG
DKI3,61.0,32.0,38.0,10.0,22.0,34.0,61.0,PM25,SEDANG
DKI3,88.0,59.0,41.0,20.0,20.0,60.0,88.0,PM25,SEDANG
DKI3,74.0,51.0,41.0,8.0,22.0,26.0,74.0,PM25,SEDANG
DKI3,90.0,63.0,43.0,14.0,17.0,53.0,90.0,PM25,SEDANG
DKI3,97.0,65.0,40.0,18.0,21.0,61.0,97.0,PM25,SEDANG
DKI3,72.0,52.0,40.0,17.0,20.0,65.0,72.0,PM25,SEDANG
DKI3,91.0,59.0,42.0,13.0,23.0,42.0,91.0,PM25,SEDANG
DKI3,103.0,69.0,43.0,16.0,25.0,44.0,103.0,PM25,TIDAK SEHAT
DKI3,68.0,53.0,38.0,19.0,12.0,57.0,68.0,PM25,SEDANG
DKI3,89.0,79.0,41.0,24.0,15.0,59.0,89.0,PM25,SEDANG
DKI4,105.0,64.0,21.0,14.0,28.0,16.0,105.0,PM25,TIDAK SEHAT
DKI4,127.0,85.0,23.0,14.0,28.0,18.0,127.0,PM25,TIDAK SEHAT
DKI4,101.0,68.0,22.0,11.0,27.0,23.0,101.0,PM25,TIDAK SEHAT
DKI4,124.0,83.0,21.0,20.0,24.0,22.0,124.0,PM25,TIDAK SEHAT
DKI4,139.0,88.0,23.0,19.0,25.0,32.0,139.0,PM25,TIDAK SEHAT
DKI4,96.0,68.0,21.0,14.0,27.0,29.0,96.0,PM25,SEDANG
DKI4,124.0,75.0,21.0,16.0,32.0,23.0,124.0,PM25,TIDAK SEHAT
DKI4,93.0,67.0,21.0,14.0,35.0,20.0,93.0,PM25,SEDANG
DKI4,118.0,74.0,24.0,14.0,34.0,20.0,118.0,PM25,TIDAK SEHAT
DKI4,114.0,76.0,24.0,12.0,30.0,20.0,114.0,PM25,TIDAK SEHAT
DKI4,86.0,64.0,21.0,12.0,25.0,21.0,86.0,PM25,SEDANG
DKI4,95.0,64.0,24.0,11.0,23.0,18.0,95.0,PM25,SEDANG
DKI4,105.0,74.0,22.0,11.0,26.0,15.0,105.0,PM25,TIDAK SEHAT
DKI4,99.0,67.0,23.0,10.0,22.0,19.0,99.0,PM25,SEDANG
DKI4,87.0,62.0,24.0,13.0,15.0,11.0,87.0,PM25,SEDANG
DKI4,101.0,68.0,22.0,13.0,21.0,15.0,101.0,PM25,TIDAK SEHAT
DKI4,71.0,50.0,22.0,9.0,24.0,13.0,71.0,PM25,SEDANG
DKI4,56.0,40.0,20.0,11.0,16.0,23.0,56.0,PM25,SEDANG
DKI4,74.0,56.0,23.0,21.0,11.0,19.0,74.0,PM25,SEDANG
DKI4,113.0,80.0,24.0,17.0,19.0,21.0,113.0,PM25,TIDAK SEHAT
DKI4,68.0,46.0,22.0,9.0,25.0,18.0,68.0,PM25,SEDANG
DKI4,104.0,71.0,23.0,21.0,22.0,21.0,104.0,PM25,TIDAK SEHAT
DKI4,82.0,62.0,23.0,8.0,26.0,16.0,82.0,PM25,SEDANG
DKI4,101.0,72.0,24.0,13.0,20.0,17.0,101.0,PM25,TIDAK SEHAT
DKI4,115.0,79.0,23.0,23.0,30.0,16.0,115.0,PM25,TIDAK SEHAT
DKI4,117.0,81.0,24.0,17.0,28.0,25.0,117.0,PM25,TIDAK SEHAT
DKI4,99.0,71.0,23.0,13.0,28.0,17.0,99.0,PM25,SEDANG
DKI4,118.0,84.0,26.0,14.0,29.0,24.0,118.0,PM25,TIDAK SEHAT
DKI4,83.0,57.0,21.0,22.0,11.0,29.0,83.0,PM25,SEDANG
DKI4,114.0,97.0,22.0,27.0,15.0,36.0,114.0,PM25,TIDAK SEHAT
DKI5,103.0,23.0,24.0,11.0,31.0,50.0,103.0,PM25,TIDAK SEHAT
DKI5,120.0,35.0,27.0,13.0,38.0,56.0,120.0,PM25,TIDAK SEHAT
DKI5,128.0,30.0,25.0,11.0,40.0,55.0,128.0,PM25,TIDAK SEHAT
DKI5,141.0,38.0,22.0,16.0,39.0,65.0,141.0,PM25,TIDAK SEHAT
DKI5,116.0,38.0,25.0,14.0,38.0,65.0,116.0,PM25,TIDAK SEHAT
DKI5,97.0,30.0,23.0,12.0,39.0,46.0,97.0,PM25,SEDANG
DKI5,125.0,36.0,22.0,17.0,45.0,40.0,125.0,PM25,TIDAK SEHAT
DKI5,108.0,31.0,26.0,14.0,41.0,60.0,108.0,PM25,TIDAK SEHAT
DKI5,99.0,30.0,25.0,11.0,38.0,49.0,99.0,PM25,SEDANG
DKI5,90.0,23.0,26.0,9.0,44.0,54.0,90.0,PM25,SEDANG
DKI5,84.0,27.0,23.0,13.0,39.0,62.0,84.0,PM25,SEDANG
DKI5,87.0,26.0,25.0,11.0,30.0,55.0,87.0,PM25,SEDANG
DKI5,104.0,33.0,28.0,9.0,32.0,28.0,104.0,PM25,TIDAK SEHAT
DKI5,109.0,32.0,26.0,10.0,27.0,35.0,109.0,PM25,TIDAK SEHAT
DKI5,88.0,29.0,26.0,14.0,18.0,34.0,88.0,PM25,SEDANG
DKI5,80.0,19.0,30.0,8.0,33.0,28.0,80.0,PM25,SEDANG
DKI5,64.0,15.0,23.0,7.0,30.0,30.0,64.0,PM25,SEDANG
DKI5,55.0,15.0,20.0,9.0,27.0,32.0,55.0,PM25,SEDANG
DKI5,90.0,20.0,23.0,24.0,16.0,49.0,90.0,PM25,SEDANG
DKI5,127.0,44.0,27.0,24.0,18.0,51.0,127.0,PM25,TIDAK SEHAT
DKI5,65.0,24.0,22.0,7.0,34.0,31.0,65.0,PM25,SEDANG
DKI5,81.0,20.0,24.0,7.0,30.0,22.0,81.0,PM25,SEDANG
DKI5,114.0,36.0,29.0,11.0,27.0,35.0,114.0,PM25,TIDAK SEHAT
DKI5,133.0,39.0,26.0,16.0,28.0,43.0,133.0,PM25,TIDAK SEHAT
DKI5,123.0,32.0,26.0,17.0,27.0,51.0,123.0,PM25,TIDAK SEHAT
DKI5,108.0,31.0,27.0,10.0,38.0,30.0,108.0,PM25,TIDAK SEHAT
DKI5,137.0,47.0,26.0,12.0,40.0,35.0,137.0,PM25,TIDAK SEHAT
DKI5,95.0,48.0,24.0,17.0,15.0,51.0,95.0,PM25,SEDANG
DKI5,125.0,29.0,25.0,19.0,28.0,48.0,125.0,PM25,TIDAK SEHAT
DKI1,60.0,32.0,27.0,11.0,9.0,25.0,60.0,PM25,SEDANG
DKI1,76.0,38.0,30.0,16.0,11.0,35.0,76.0,PM25,SEDANG
DKI1,81.0,51.0,27.0,21.0,9.0,42.0,81.0,PM25,SEDANG
DKI1,75.0,48.0,29.0,19.0,12.0,41.0,75.0,PM25,SEDANG
DKI1,87.0,62.0,31.0,19.0,14.0,43.0,87.0,PM25,SEDANG
DKI1,69.0,41.0,28.0,13.0,22.0,30.0,69.0,PM25,SEDANG
DKI1,62.0,35.0,29.0,14.0,10.0,31.0,62.0,PM25,SEDANG
DKI1,58.0,31.0,27.0,14.0,11.0,35.0,58.0,PM25,SEDANG
DKI1,83.0,49.0,27.0,18.0,13.0,38.0,83.0,PM25,SEDANG
DKI1,79.0,49.0,29.0,17.0,14.0,41.0,79.0,PM25,SEDANG
DKI1,96.0,55.0,37.0,14.0,19.0,43.0,96.0,PM25,SEDANG
DKI1,115.0,65.0,37.0,14.0,29.0,37.0,115.0,PM25,TIDAK SEHAT
DKI1,102.0,69.0,35.0,12.0,23.0,30.0,102.0,PM25,TIDAK SEHAT
DKI1,79.0,50.0,29.0,14.0,16.0,30.0,79.0,PM25,SEDANG
DKI1,98.0,63.0,29.0,21.0,14.0,41.0,98.0,PM25,SEDANG
DKI1,109.0,64.0,32.0,25.0,20.0,53.0,109.0,PM25,TIDAK SEHAT
DKI1,86.0,54.0,29.0,18.0,17.0,42.0,86.0,PM25,SEDANG
DKI1,94.0,56.0,29.0,16.0,21.0,37.0,94.0,PM25,SEDANG
DKI1,97.0,54.0,31.0,15.0,20.0,39.0,97.0,PM25,SEDANG
DKI1,104.0,61.0,34.0,14.0,25.0,37.0,104.0,PM25,TIDAK SEHAT
DKI1,96.0,57.0,33.0,13.0,27.0,35.0,96.0,PM25,SEDANG
DKI1,97.0,59.0,38.0,13.0,22.0,36.0,97.0,PM25,SEDANG
DKI1,102.0,60.0,37.0,13.0,22.0,39.0,102.0,PM25,TIDAK SEHAT
DKI1,111.0,62.0,37.0,16.0,23.0,42.0,111.0,PM25,TIDAK SEHAT
DKI1,109.0,64.0,38.0,14.0,20.0,39.0,109.0,PM25,TIDAK SEHAT
DKI1,108.0,63.0,35.0,13.0,19.0,37.0,108.0,PM25,TIDAK SEHAT
DKI1,112.0,64.0,31.0,12.0,25.0,29.0,112.0,PM25,TIDAK SEHAT
DKI1,90.0,56.0,30.0,15.0,18.0,39.0,90.0,PM25,SEDANG
DKI1,91.0,53.0,30.0,23.0,14.0,46.0,91.0,PM25,SEDANG
DKI1,81.0,46.0,30.0,16.0,16.0,33.0,81.0,PM25,SEDANG
DKI1,76.0,46.0,31.0,14.0,14.0,31.0,76.0,PM25,SEDANG
DKI2,51.0,37.0,36.0,13.0,17.0,13.0,51.0,PM25,SEDANG
DKI2,74.0,54.0,44.0,19.0,17.0,13.0,74.0,PM25,SEDANG
DKI2,75.0,55.0,36.0,20.0,17.0,9.0,75.0,PM25,SEDANG
DKI2,78.0,57.0,42.0,20.0,18.0,19.0,78.0,PM25,SEDANG
DKI2,83.0,59.0,38.0,20.0,21.0,12.0,83.0,PM25,SEDANG
DKI2,61.0,49.0,39.0,14.0,25.0,10.0,61.0,PM25,SEDANG
DKI2,60.0,43.0,37.0,15.0,18.0,10.0,60.0,PM25,SEDANG
DKI2,74.0,54.0,35.0,19.0,19.0,9.0,74.0,PM25,SEDANG
DKI2,86.0,63.0,39.0,19.0,23.0,8.0,86.0,PM25,SEDANG
DKI2,92.0,64.0,43.0,15.0,26.0,7.0,92.0,PM25,SEDANG
DKI2,116.0,79.0,45.0,18.0,29.0,8.0,116.0,PM25,TIDAK SEHAT
DKI2,104.0,74.0,46.0,17.0,26.0,8.0,104.0,PM25,TIDAK SEHAT
DKI2,76.0,55.0,39.0,18.0,28.0,11.0,76.0,PM25,SEDANG
DKI2,96.0,70.0,37.0,23.0,21.0,11.0,96.0,PM25,SEDANG
DKI2,121.0,81.0,46.0,22.0,28.0,9.0,121.0,PM25,TIDAK SEHAT
DKI2,81.0,60.0,36.0,21.0,27.0,16.0,81.0,PM25,SEDANG
DKI2,100.0,71.0,39.0,18.0,27.0,16.0,100.0,PM25,SEDANG
DKI2,89.0,61.0,38.0,18.0,27.0,12.0,89.0,PM25,SEDANG
DKI2,101.0,71.0,40.0,18.0,30.0,12.0,101.0,PM25,TIDAK SEHAT
DKI2,94.0,66.0,37.0,16.0,28.0,13.0,94.0,PM25,SEDANG
DKI2,97.0,69.0,41.0,15.0,24.0,12.0,97.0,PM25,SEDANG
DKI2,108.0,74.0,45.0,17.0,26.0,9.0,108.0,PM25,TIDAK SEHAT
DKI2,117.0,79.0,47.0,18.0,26.0,9.0,117.0,PM25,TIDAK SEHAT
DKI2,111.0,76.0,46.0,16.0,26.0,9.0,111.0,PM25,TIDAK SEHAT
DKI3,52.0,24.0,40.0,8.0,17.0,29.0,52.0,PM25,SEDANG
DKI3,61.0,43.0,40.0,16.0,16.0,58.0,61.0,PM25,SEDANG
DKI3,60.0,41.0,40.0,12.0,21.0,52.0,60.0,PM25,SEDANG
DKI3,56.0,29.0,39.0,11.0,24.0,45.0,56.0,PM25,SEDANG
DKI3,72.0,40.0,42.0,12.0,23.0,53.0,72.0,PM25,SEDANG
DKI3,55.0,27.0,41.0,9.0,26.0,34.0,55.0,PM25,SEDANG
DKI3,54.0,28.0,43.0,12.0,19.0,63.0,63.0,NO2,SEDANG
DKI3,49.0,28.0,42.0,10.0,18.0,59.0,59.0,NO2,SEDANG
