stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI2,68.0,57.0,56.0,4.0,24.0,19.0,68.0,PM25,SEDANG
DKI2,90.0,65.0,55.0,8.0,40.0,30.0,90.0,PM25,SEDANG
DKI2,91.0,69.0,56.0,11.0,39.0,31.0,91.0,PM25,SEDANG
DKI2,83.0,65.0,59.0,11.0,31.0,33.0,83.0,PM25,SEDANG
DKI2,82.0,60.0,55.0,11.0,33.0,34.0,82.0,PM25,SEDANG
DKI3,66.0,46.0,50.0,14.0,15.0,28.0,66.0,PM25,SEDANG
DKI3,64.0,48.0,50.0,11.0,9.0,20.0,64.0,PM25,SEDANG
DKI3,57.0,48.0,50.0,12.0,5.0,20.0,57.0,PM25,SEDANG
DKI3,61.0,48.0,50.0,8.0,9.0,58.0,61.0,PM25,SEDANG
DKI3,52.0,38.0,50.0,6.0,10.0,52.0,52.0,PM25,SEDANG
DKI3,28.0,23.0,49.0,3.0,13.0,34.0,49.0,SO2,BAIK
DKI3,25.0,29.0,50.0,4.0,12.0,40.0,50.0,SO2,BAIK
DKI3,55.0,41.0,52.0,7.0,15.0,38.0,55.0,PM25,SEDANG
DKI3,68.0,54.0,51.0,9.0,16.0,44.0,68.0,PM25,SEDANG
DKI3,40.0,22.0,51.0,5.0,11.0,51.0,51.0,SO2,SEDANG
DKI3,62.0,41.0,51.0,7.0,10.0,49.0,62.0,PM25,SEDANG
DKI3,68.0,50.0,51.0,8.0,13.0,62.0,68.0,PM25,SEDANG
DKI3,53.0,38.0,51.0,9.0,14.0,40.0,53.0,PM25,SEDANG
DKI3,73.0,54.0,51.0,10.0,25.0,31.0,73.0,PM25,SEDANG
DKI3,61.0,44.0,51.0,8.0,23.0,29.0,61.0,PM25,SEDANG
DKI3,68.0,44.0,51.0,13.0,19.0,54.0,68.0,PM25,SEDANG
DKI3,84.0,57.0,52.0,15.0,18.0,37.0,84.0,PM25,SEDANG
DKI3,90.0,63.0,51.0,23.0,18.0,72.0,90.0,PM25,SEDANG
DKI3,16.0,56.0,51.0,13.0,20.0,29.0,56.0,PM10,SEDANG
DKI3,16.0,45.0,51.0,14.0,15.0,48.0,51.0,SO2,SEDANG
DKI3,12.0,49.0,27.0,34.0,17.0,13.0,49.0,PM10,BAIK
DKI4,30.0,30.0,26.0,16.0,6.0,3.0,30.0,PM10,BAIK
DKI5,82.0,52.0,21.0,29.0,50.0,13.0,82.0,PM25,SEDANG
DKI5,69.0,41.0,23.0,21.0,54.0,21.0,69.0,PM25,SEDANG
DKI5,54.0,35.0,22.0,19.0,51.0,14.0,54.0,PM25,SEDANG
DKI5,60.0,33.0,22.0,18.0,42.0,10.0,60.0,PM25,SEDANG
DKI5,38.0,18.0,21.0,14.0,46.0,6.0,46.0,O3,BAIK
DKI5,34.0,18.0,23.0,13.0,49.0,6.0,49.0,O3,BAIK
DKI5,28.0,22.0,22.0,13.0,48.0,6.0,48.0,O3,BAIK
DKI5,28.0,17.0,22.0,12.0,46.0,4.0,46.0,O3,BAIK
DKI5,41.0,27.0,25.0,14.0,45.0,10.0,45.0,O3,BAIK
DKI5,92.0,56.0,25.0,36.0,48.0,18.0,92.0,PM25,SEDANG
DKI5,60.0,42.0,20.0,24.0,57.0,9.0,60.0,PM25,SEDANG
DKI5,56.0,30.0,21.0,15.0,51.0,10.0,56.0,PM25,SEDANG
DKI5,64.0,40.0,22.0,17.0,53.0,13.0,64.0,PM25,SEDANG
DKI5,61.0,35.0,21.0,18.0,57.0,16.0,61.0,PM25,SEDANG
DKI5,45.0,32.0,23.0,16.0,43.0,9.0,45.0,PM25,BAIK
DKI5,33.0,21.0,23.0,14.0,46.0,9.0,46.0,O3,BAIK
DKI5,39.0,26.0,23.0,12.0,45.0,7.0,45.0,O3,BAIK
DKI5,39.0,18.0,27.0,12.0,41.0,7.0,41.0,O3,BAIK
DKI5,50.0,21.0,23.0,14.0,34.0,6.0,50.0,PM25,BAIK
DKI5,54.0,23.0,22.0,15.0,22.0,5.0,54.0,PM25,SEDANG
DKI5,65.0,40.0,27.0,16.0,31.0,7.0,65.0,PM25,SEDANG
DKI5,43.0,31.0,21.0,17.0,55.0,14.0,55.0,O3,SEDANG
DKI5,108.0,59.0,23.0,39.0,59.0,19.0,108.0,PM25,TIDAK SEHAT
DKI5,83.0,54.0,25.0,19.0,74.0,16.0,83.0,PM25,SEDANG
DKI5,64.0,42.0,30.0,18.0,65.0,15.0,65.0,O3,SEDANG
DKI5,81.0,51.0,25.0,23.0,58.0,22.0,81.0,PM25,SEDANG
DKI5,86.0,56.0,24.0,23.0,59.0,25.0,86.0,PM25,SEDANG
DKI5,109.0,63.0,27.0,26.0,61.0,22.0,109.0,PM25,TIDAK SEHAT
DKI5,104.0,65.0,27.0,24.0,70.0,26.0,104.0,PM25,TIDAK SEHAT
DKI5,87.0,60.0,24.0,25.0,68.0,21.0,87.0,PM25,SEDANG
DKI5,94.0,57.0,22.0,28.0,79.0,22.0,94.0,PM25,SEDANG
DKI1,96.0,63.0,11.0,26.0,27.0,52.0,96.0,PM25,SEDANG
DKI1,97.0,67.0,14.0,28.0,28.0,62.0,97.0,PM25,SEDANG
DKI1,78.0,62.0,13.0,25.0,24.0,52.0,78.0,PM25,SEDANG
DKI1,63.0,48.0,12.0,30.0,24.0,51.0,63.0,PM25,SEDANG
DKI1,102.0,67.0,13.0,34.0,26.0,58.0,102.0,PM25,TIDAK SEHAT
DKI1,83.0,58.0,15.0,28.0,29.0,39.0,83.0,PM25,SEDANG
DKI1,68.0,48.0,12.0,22.0,36.0,34.0,68.0,PM25,SEDANG
DKI1,65.0,50.0,13.0,19.0,44.0,31.0,65.0,PM25,SEDANG
DKI1,62.0,40.0,15.0,20.0,34.0,24.0,62.0,PM25,SEDANG
DKI1,76.0,55.0,14.0,26.0,37.0,34.0,76.0,PM25,SEDANG
DKI1,54.0,40.0,10.0,18.0,31.0,26.0,54.0,PM25,SEDANG
DKI1,45.0,24.0,9.0,15.0,30.0,24.0,45.0,PM25,BAIK
DKI1,53.0,33.0,10.0,20.0,31.0,29.0,53.0,PM25,SEDANG
DKI1,47.0,27.0,9.0,17.0,34.0,23.0,47.0,PM25,BAIK
DKI1,46.0,27.0,9.0,19.0,27.0,25.0,46.0,PM25,BAIK
DKI1,52.0,32.0,13.0,17.0,25.0,20.0,52.0,PM25,SEDANG
DKI1,69.0,46.0,12.0,21.0,35.0,32.0,69.0,PM25,SEDANG
DKI1,60.0,44.0,11.0,24.0,33.0,37.0,60.0,PM25,SEDANG
DKI1,60.0,41.0,14.0,21.0,25.0,38.0,60.0,PM25,SEDANG
DKI1,77.0,57.0,20.0,22.0,24.0,33.0,77.0,PM25,SEDANG
DKI1,52.0,40.0,13.0,18.0,24.0,25.0,52.0,PM25,SEDANG
DKI1,71.0,53.0,13.0,22.0,23.0,40.0,71.0,PM25,SEDANG
DKI1,70.0,52.0,14.0,25.0,17.0,41.0,70.0,PM25,SEDANG
DKI1,71.0,50.0,13.0,25.0,22.0,49.0,71.0,PM25,SEDANG
DKI1,69.0,52.0,11.0,23.0,31.0,51.0,69.0,PM25,SEDANG
DKI1,58.0,41.0,13.0,19.0,26.0,35.0,58.0,PM25,SEDANG
DKI1,73.0,53.0,19.0,22.0,20.0,34.0,73.0,PM25,SEDANG
DKI1,74.0,51.0,13.0,25.0,28.0,34.0,74.0,PM25,SEDANG
DKI1,65.0,50.0,13.0,17.0,28.0,28.0,65.0,PM25,SEDANG
DKI1,70.0,53.0,16.0,18.0,27.0,33.0,70.0,PM25,SEDANG
DKI2,111.0,78.0,58.0,15.0,35.0,44.0,111.0,PM25,TIDAK SEHAT
DKI2,109.0,80.0,58.0,12.0,30.0,48.0,109.0,PM25,TIDAK SEHAT
DKI2,93.0,71.0,56.0,13.0,30.0,32.0,93.0,PM25,SEDANG
DKI2,69.0,56.0,58.0,15.0,27.0,58.0,69.0,PM25,SEDANG
DKI2,112.0,75.0,56.0,30.0,21.0,63.0,112.0,PM25,TIDAK SEHAT
DKI2,83.0,59.0,55.0,18.0,18.0,38.0,83.0,PM25,SEDANG
DKI2,71.0,52.0,55.0,13.0,24.0,19.0,71.0,PM25,SEDANG
DKI2,82.0,55.0,56.0,14.0,29.0,21.0,82.0,PM25,SEDANG
DKI2,67.0,43.0,55.0,11.0,22.0,18.0,67.0,PM25,SEDANG
DKI2,95.0,65.0,56.0,23.0,26.0,27.0,95.0,PM25,SEDANG
DKI2,57.0,40.0,56.0,10.0,23.0,16.0,57.0,PM25,SEDANG
DKI2,59.0,36.0,55.0,14.0,22.0,33.0,59.0,PM25,SEDANG
DKI2,53.0,31.0,54.0,7.0,27.0,8.0,54.0,SO2,SEDANG
DKI2,55.0,33.0,55.0,11.0,21.0,26.0,55.0,PM25,SEDANG
DKI2,57.0,36.0,55.0,7.0,21.0,17.0,57.0,PM25,SEDANG
DKI2,67.0,49.0,54.0,6.0,32.0,10.0,67.0,PM25,SEDANG
DKI2,70.0,52.0,55.0,13.0,23.0,27.0,70.0,PM25,SEDANG
DKI2,64.0,51.0,55.0,8.0,20.0,21.0,64.0,PM25,SEDANG
DKI2,87.0,62.0,56.0,10.0,18.0,27.0,87.0,PM25,SEDANG
DKI2,53.0,42.0,55.0,6.0,22.0,6.0,55.0,SO2,SEDANG
DKI2,70.0,52.0,55.0,11.0,18.0,26.0,70.0,PM25,SEDANG
DKI2,71.0,54.0,55.0,8.0,23.0,18.0,71.0,PM25,SEDANG
DKI2,70.0,48.0,55.0,11.0,22.0,26.0,70.0,PM25,SEDANG
DKI2,76.0,57.0,55.0,9.0,27.0,23.0,76.0,PM25,SEDANG
DKI2,65.0,51.0,55.0,8.0,23.0,22.0,65.0,PM25,SEDANG
DKI2,76.0,59.0,55.0,10.0,17.0,47.0,76.0,PM25,SEDANG
DKI2,73.0,52.0,55.0,13.0,24.0,43.0,73.0,PM25,SEDANG
DKI2,68.0,55.0,55.0,5.0,28.0,9.0,68.0,PM25,SEDANG
DKI2,72.0,52.0,55.0,6.0,25.0,12.0,72.0,PM25,SEDANG
DKI3,83.0,55.0,51.0,20.0,17.0,43.0,83.0,PM25,SEDANG
DKI3,81.0,56.0,51.0,16.0,25.0,31.0,81.0,PM25,SEDANG
DKI3,80.0,59.0,51.0,16.0,31.0,20.0,80.0,PM25,SEDANG
DKI3,56.0,35.0,51.0,17.0,16.0,52.0,56.0,PM25,SEDANG
DKI3,96.0,61.0,52.0,30.0,10.0,78.0,96.0,PM25,SEDANG
DKI3,92.0,62.0,52.0,19.0,16.0,65.0,92.0,PM25,SEDANG
DKI3,69.0,52.0,52.0,11.0,19.0,31.0,69.0,PM25,SEDANG
DKI3,69.0,47.0,52.0,12.0,25.0,32.0,69.0,PM25,SEDANG
DKI3,84.0,54.0,52.0,11.0,22.0,43.0,84.0,PM25,SEDANG
DKI3,82.0,56.0,51.0,24.0,17.0,38.0,82.0,PM25,SEDANG
DKI3,50.0,20.0,54.0,11.0,12.0,47.0,54.0,SO2,SEDANG
DKI3,55.0,34.0,54.0,6.0,14.0,18.0,55.0,PM25,SEDANG
DKI3,57.0,34.0,55.0,18.0,10.0,52.0,57.0,PM25,SEDANG
DKI3,55.0,32.0,54.0,7.0,14.0,19.0,55.0,PM25,SEDANG
DKI3,52.0,28.0,54.0,11.0,11.0,34.0,54.0,SO2,SEDANG
DKI3,58.0,36.0,54.0,9.0,10.0,41.0,58.0,PM25,SEDANG
DKI3,72.0,48.0,54.0,11.0,14.0,24.0,72.0,PM25,SEDANG
DKI3,59.0,39.0,54.0,12.0,15.0,34.0,59.0,PM25,SEDANG
DKI3,58.0,35.0,54.0,11.0,15.0,33.0,58.0,PM25,SEDANG
DKI3,79.0,54.0,54.0,20.0,12.0,60.0,79.0,PM25,SEDANG
DKI3,68.0,50.0,54.0,13.0,11.0,43.0,68.0,PM25,SEDANG
DKI3,74.0,54.0,55.0,18.0,11.0,64.0,74.0,PM25,SEDANG
DKI3,81.0,57.0,54.0,14.0,11.0,39.0,81.0,PM25,SEDANG
DKI3,63.0,43.0,54.0,14.0,15.0,37.0,63.0,PM25,SEDANG
DKI3,63.0,46.0,54.0,13.0,16.0,23.0,63.0,PM25,SEDANG
DKI3,60.0,40.0,54.0,9.0,14.0,28.0,60.0,PM25,SEDANG
DKI3,63.0,48.0,54.0,14.0,9.0,63.0,63.0,PM25,SEDANG
DKI3,68.0,50.0,54.0,16.0,11.0,68.0,68.0,PM25,SEDANG
DKI3,13.0,55.0,54.0,11.0,14.0,27.0,55.0,PM10,SEDANG
DKI3,16.0,57.0,54.0,9.0,14.0,24.0,57.0,PM10,SEDANG
DKI5,104.0,64.0,22.0,30.0,76.0,28.0,104.0,PM25,TIDAK SEHAT
DKI5,120.0,72.0,23.0,35.0,69.0,32.0,120.0,PM25,TIDAK SEHAT
DKI5,95.0,58.0,24.0,24.0,74.0,27.0,95.0,PM25,SEDANG
DKI5,77.0,51.0,24.0,28.0,62.0,24.0,77.0,PM25,SEDANG
DKI5,125.0,74.0,22.0,31.0,69.0,27.0,125.0,PM25,TIDAK SEHAT
DKI5,83.0,55.0,24.0,22.0,55.0,15.0,83.0,PM25,SEDANG
DKI5,77.0,52.0,24.0,20.0,71.0,12.0,77.0,PM25,SEDANG
DKI5,73.0,45.0,25.0,18.0,77.0,13.0,77.0,O3,SEDANG
DKI5,68.0,41.0,27.0,15.0,60.0,10.0,68.0,PM25,SEDANG
DKI5,85.0,57.0,24.0,25.0,62.0,17.0,85.0,PM25,SEDANG
DKI5,58.0,35.0,24.0,17.0,62.0,15.0,62.0,O3,SEDANG
DKI5,51.0,25.0,22.0,14.0,74.0,8.0,74.0,O3,SEDANG
DKI5,61.0,35.0,24.0,23.0,62.0,16.0,62.0,O3,SEDANG
DKI5,55.0,28.0,22.0,15.0,79.0,8.0,79.0,O3,SEDANG
DKI5,54.0,30.0,23.0,20.0,62.0,14.0,62.0,O3,SEDANG
DKI5,53.0,23.0,25.0,17.0,60.0,11.0,60.0,O3,SEDANG
DKI5,71.0,41.0,23.0,18.0,77.0,14.0,77.0,O3,SEDANG
DKI5,69.0,44.0,23.0,21.0,67.0,18.0,69.0,PM25,SEDANG
DKI5,61.0,34.0,25.0,18.0,57.0,19.0,61.0,PM25,SEDANG
DKI5,90.0,57.0,27.0,25.0,59.0,19.0,90.0,PM25,SEDANG
DKI5,60.0,68.0,23.0,20.0,67.0,15.0,68.0,PM10,SEDANG
DKI5,85.0,56.0,24.0,26.0,56.0,22.0,85.0,PM25,SEDANG
DKI5,78.0,52.0,23.0,22.0,61.0,20.0,78.0,PM25,SEDANG
DKI5,78.0,52.0,25.0,21.0,70.0,20.0,78.0,PM25,SEDANG
DKI5,75.0,49.0,23.0,22.0,83.0,22.0,83.0,O3,SEDANG
DKI5,70.0,47.0,30.0,14.0,45.0,13.0,70.0,PM25,SEDANG
DKI5,75.0,51.0,23.0,26.0,59.0,17.0,75.0,PM25,SEDANG
DKI5,72.0,49.0,23.0,20.0,68.0,15.0,72.0,PM25,SEDANG
DKI5,66.0,44.0,24.0,17.0,72.0,12.0,72.0,O3,SEDANG
DKI5,75.0,47.0,24.0,18.0,73.0,17.0,75.0,PM25,SEDANG
DKI1,63.0,47.0,15.0,19.0,26.0,34.0,63.0,PM25,SEDANG
DKI1,75.0,54.0,14.0,18.0,27.0,30.0,75.0,PM25,SEDANG
DKI1,85.0,58.0,13.0,24.0,30.0,43.0,85.0,PM25,SEDANG
DKI1,87.0,62.0,14.0,24.0,25.0,50.0,87.0,PM25,SEDANG
DKI1,88.0,60.0,14.0,27.0,22.0,47.0,88.0,PM25,SEDANG
DKI1,82.0,59.0,15.0,18.0,26.0,38.0,82.0,PM25,SEDANG
DKI1,92.0,64.0,16.0,20.0,23.0,42.0,92.0,PM25,SEDANG
DKI1,87.0,63.0,19.0,18.0,20.0,47.0,87.0,PM25,SEDANG
DKI1,93.0,62.0,16.0,18.0,22.0,44.0,93.0,PM25,SEDANG
DKI1,84.0,56.0,19.0,12.0,30.0,27.0,84.0,PM25,SEDANG
DKI1,74.0,52.0,18.0,11.0,28.0,27.0,74.0,PM25,SEDANG
DKI1,75.0,53.0,18.0,10.0,28.0,27.0,75.0,PM25,SEDANG
DKI1,64.0,52.0,16.0,8.0,25.0,25.0,64.0,PM25,SEDANG
DKI1,85.0,61.0,18.0,10.0,28.0,39.0,85.0,PM25,SEDANG
DKI1,78.0,62.0,14.0,20.0,26.0,40.0,78.0,PM25,SEDANG
DKI1,98.0,65.0,19.0,17.0,28.0,40.0,98.0,PM25,SEDANG
DKI1,86.0,64.0,17.0,17.0,21.0,39.0,86.0,PM25,SEDANG
DKI1,97.0,67.0,18.0,20.0,18.0,48.0,97.0,PM25,SEDANG
DKI1,92.0,63.0,15.0,17.0,25.0,36.0,92.0,PM25,SEDANG
DKI1,91.0,65.0,17.0,15.0,26.0,32.0,91.0,PM25,SEDANG
DKI1,97.0,62.0,25.0,14.0,23.0,45.0,97.0,PM25,SEDANG
DKI1,92.0,65.0,20.0,12.0,24.0,37.0,92.0,PM25,SEDANG
DKI1,78.0,59.0,20.0,11.0,22.0,32.0,78.0,PM25,SEDANG
DKI1,74.0,60.0,16.0,13.0,19.0,30.0,74.0,PM25,SEDANG
DKI1,53.0,39.0,12.0,15.0,16.0,30.0,53.0,PM25,SEDANG
DKI1,82.0,61.0,26.0,21.0,19.0,38.0,82.0,PM25,SEDANG
DKI1,92.0,64.0,22.0,15.0,25.0,39.0,92.0,PM25,SEDANG
DKI1,100.0,67.0,18.0,14.0,29.0,42.0,100.0,PM25,SEDANG
DKI1,86.0,64.0,19.0,10.0,32.0,36.0,86.0,PM25,SEDANG
DKI1,85.0,59.0,19.0,8.0,29.0,38.0,85.0,PM25,SEDANG
DKI1,101.0,70.0,17.0,10.0,27.0,44.0,101.0,PM25,TIDAK SEHAT
DKI2,66.0,51.0,55.0,6.0,24.0,13.0,66.0,PM25,SEDANG
DKI2,79.0,60.0,55.0,7.0,24.0,11.0,79.0,PM25,SEDANG
DKI2,83.0,59.0,55.0,8.0,32.0,14.0,83.0,PM25,SEDANG
DKI2,89.0,65.0,55.0,12.0,22.0,24.0,89.0,PM25,SEDANG
DKI2,94.0,64.0,56.0,18.0,20.0,43.0,94.0,PM25,SEDANG
DKI2,90.0,69.0,55.0,10.0,25.0,19.0,90.0,PM25,SEDANG
DKI2,97.0,72.0,55.0,12.0,21.0,27.0,97.0,PM25,SEDANG
DKI2,89.0,65.0,55.0,8.0,24.0,18.0,89.0,PM25,SEDANG
DKI2,103.0,72.0,55.0,11.0,24.0,19.0,103.0,PM25,TIDAK SEHAT
DKI2,103.0,68.0,55.0,8.0,23.0,13.0,103.0,PM25,TIDAK SEHAT
DKI2,92.0,64.0,54.0,7.0,24.0,16.0,92.0,PM25,SEDANG
DKI2,89.0,65.0,54.0,8.0,21.0,16.0,89.0,PM25,SEDANG
DKI2,81.0,60.0,54.0,8.0,21.0,20.0,81.0,PM25,SEDANG
DKI2,99.0,68.0,55.0,9.0,27.0,15.0,99.0,PM25,SEDANG
DKI2,78.0,64.0,55.0,9.0,19.0,17.0,78.0,PM25,SEDANG
DKI2,115.0,77.0,56.0,8.0,20.0,12.0,115.0,PM25,TIDAK SEHAT
DKI2,102.0,72.0,56.0,12.0,20.0,20.0,102.0,PM25,TIDAK SEHAT
DKI2,110.0,75.0,56.0,17.0,21.0,29.0,110.0,PM25,TIDAK SEHAT
DKI2,95.0,67.0,56.0,14.0,22.0,19.0,95.0,PM25,SEDANG
DKI2,99.0,71.0,56.0,12.0,24.0,12.0,99.0,PM25,SEDANG
DKI2,106.0,77.0,57.0,12.0,25.0,16.0,106.0,PM25,TIDAK SEHAT
DKI2,106.0,80.0,56.0,11.0,24.0,12.0,106.0,PM25,TIDAK SEHAT
DKI2,91.0,71.0,56.0,10.0,19.0,19.0,91.0,PM25,SEDANG
DKI2,81.0,60.0,56.0,11.0,16.0,20.0,81.0,PM25,SEDANG
DKI2,55.0,35.0,55.0,10.0,14.0,15.0,55.0,PM25,SEDANG
DKI2,78.0,59.0,56.0,17.0,16.0,34.0,78.0,PM25,SEDANG
DKI2,97.0,70.0,56.0,12.0,24.0,15.0,97.0,PM25,SEDANG
DKI2,106.0,79.0,56.0,12.0,22.0,18.0,106.0,PM25,TIDAK SEHAT
DKI2,91.0,67.0,56.0,9.0,21.0,16.0,91.0,PM25,SEDANG
DKI2,98.0,66.0,57.0,10.0,20.0,15.0,98.0,PM25,SEDANG
DKI2,107.0,74.0,56.0,11.0,24.0,13.0,107.0,PM25,TIDAK SEHAT
DKI3,62.0,45.0,54.0,8.0,13.0,20.0,62.0,PM25,SEDANG
DKI3,77.0,58.0,54.0,11.0,15.0,24.0,77.0,PM25,SEDANG
DKI3,76.0,61.0,54.0,11.0,17.0,25.0,76.0,PM25,SEDANG
DKI3,73.0,52.0,55.0,12.0,19.0,29.0,73.0,PM25,SEDANG
DKI3,84.0,64.0,55.0,12.0,17.0,34.0,84.0,PM25,SEDANG
DKI3,94.0,71.0,55.0,13.0,19.0,32.0,94.0,PM25,SEDANG
DKI3,90.0,67.0,56.0,13.0,15.0,39.0,90.0,PM25,SEDANG
DKI3,80.0,63.0,55.0,9.0,15.0,31.0,80.0,PM25,SEDANG
DKI3,75.0,63.0,55.0,8.0,13.0,27.0,75.0,PM25,SEDANG
DKI3,74.0,64.0,55.0,14.0,11.0,38.0,74.0,PM25,SEDANG
DKI3,67.0,52.0,55.0,8.0,14.0,22.0,67.0,PM25,SEDANG
DKI3,73.0,63.0,55.0,13.0,11.0,28.0,73.0,PM25,SEDANG
DKI3,74.0,67.0,55.0,17.0,10.0,45.0,74.0,PM25,SEDANG
DKI3,85.0,69.0,55.0,10.0,15.0,20.0,85.0,PM25,SEDANG
DKI3,71.0,56.0,55.0,10.0,18.0,29.0,71.0,PM25,SEDANG
DKI3,72.0,60.0,55.0,11.0,16.0,38.0,72.0,PM25,SEDANG
DKI3,72.0,57.0,56.0,11.0,18.0,36.0,72.0,PM25,SEDANG
DKI3,84.0,69.0,56.0,15.0,15.0,41.0,84.0,PM25,SEDANG
DKI3,80.0,67.0,56.0,14.0,16.0,42.0,80.0,PM25,SEDANG
DKI3,81.0,68.0,56.0,10.0,16.0,37.0,81.0,PM25,SEDANG
DKI3,72.0,64.0,56.0,10.0,13.0,39.0,72.0,PM25,SEDANG
DKI3,70.0,65.0,56.0,13.0,12.0,44.0,70.0,PM25,SEDANG
DKI3,34.0,27.0,55.0,7.0,12.0,38.0,55.0,SO2,SEDANG
DKI3,70.0,61.0,56.0,15.0,12.0,65.0,70.0,PM25,SEDANG
DKI3,73.0,59.0,56.0,13.0,16.0,39.0,73.0,PM25,SEDANG
DKI3,82.0,70.0,55.0,20.0,14.0,36.0,82.0,PM25,SEDANG
DKI3,19.0,61.0,55.0,11.0,12.0,37.0,61.0,PM10,SEDANG
DKI3,19.0,61.0,55.0,12.0,14.0,38.0,61.0,PM10,SEDANG
DKI3,17.0,69.0,13.0,13.0,16.0,22.0,69.0,PM10,SEDANG
DKI5,64.0,41.0,23.0,17.0,64.0,13.0,64.0,PM25,SEDANG
DKI5,81.0,53.0,23.0,17.0,62.0,13.0,81.0,PM25,SEDANG
DKI5,95.0,58.0,24.0,18.0,75.0,17.0,95.0,PM25,SEDANG
DKI5,97.0,62.0,26.0,22.0,57.0,27.0,97.0,PM25,SEDANG
DKI5,97.0,60.0,26.0,23.0,58.0,21.0,97.0,PM25,SEDANG
DKI5,86.0,56.0,26.0,18.0,60.0,17.0,86.0,PM25,SEDANG
DKI5,111.0,68.0,28.0,21.0,54.0,26.0,111.0,PM25,TIDAK SEHAT
DKI5,107.0,65.0,28.0,20.0,58.0,23.0,107.0,PM25,TIDAK SEHAT
DKI5,109.0,66.0,28.0,22.0,60.0,20.0,109.0,PM25,TIDAK SEHAT
DKI5,80.0,54.0,26.0,16.0,61.0,12.0,80.0,PM25,SEDANG
DKI5,82.0,52.0,25.0,17.0,65.0,14.0,82.0,PM25,SEDANG
DKI5,87.0,56.0,25.0,23.0,53.0,16.0,87.0,PM25,SEDANG
DKI5,72.0,45.0,24.0,16.0,59.0,11.0,72.0,PM25,SEDANG
DKI5,101.0,60.0,25.0,23.0,61.0,22.0,101.0,PM25,TIDAK SEHAT
DKI5,91.0,59.0,26.0,23.0,57.0,21.0,91.0,PM25,SEDANG
DKI5,101.0,61.0,28.0,19.0,62.0,20.0,101.0,PM25,TIDAK SEHAT
DKI5,90.0,57.0,28.0,17.0,58.0,17.0,90.0,PM25,SEDANG
DKI5,101.0,60.0,27.0,21.0,59.0,22.0,101.0,PM25,TIDAK SEHAT
DKI5,95.0,58.0,26.0,20.0,58.0,15.0,95.0,PM25,SEDANG
DKI5,96.0,57.0,27.0,20.0,63.0,17.0,96.0,PM25,SEDANG
DKI5,101.0,62.0,29.0,21.0,65.0,21.0,101.0,PM25,TIDAK SEHAT
DKI5,108.0,68.0,28.0,21.0,66.0,21.0,108.0,PM25,TIDAK SEHAT
DKI5,80.0,66.0,24.0,20.0,60.0,17.0,80.0,PM25,SEDANG
DKI5,83.0,57.0,24.0,22.0,57.0,20.0,83.0,PM25,SEDANG
DKI5,53.0,29.0,25.0,18.0,57.0,17.0,57.0,O3,SEDANG
DKI5,94.0,62.0,31.0,26.0,57.0,22.0,94.0,PM25,SEDANG
DKI5,95.0,60.0,30.0,22.0,65.0,20.0,95.0,PM25,SEDANG
DKI5,110.0,66.0,27.0,26.0,64.0,26.0,110.0,PM25,TIDAK SEHAT
DKI5,87.0,56.0,26.0,17.0,62.0,14.0,87.0,PM25,SEDANG
DKI5,95.0,54.0,28.0,18.0,66.0,19.0,95.0,PM25,SEDANG
DKI5,111.0,62.0,28.0,21.0,69.0,22.0,111.0,PM25,TIDAK SEHAT
DKI1,102.0,73.0,16.0,8.0,22.0,48.0,102.0,PM25,TIDAK SEHAT
DKI1,95.0,67.0,14.0,5.0,24.0,45.0,95.0,PM25,SEDANG
DKI1,61.0,50.0,11.0,5.0,24.0,40.0,61.0,PM25,SEDANG
DKI1,76.0,58.0,14.0,5.0,26.0,44.0,76.0,PM25,SEDANG
DKI1,88.0,63.0,17.0,6.0,27.0,51.0,88.0,PM25,SEDANG
DKI1,77.0,55.0,16.0,5.0,16.0,42.0,77.0,PM25,SEDANG
DKI1,88.0,62.0,16.0,25.0,22.0,40.0,88.0,PM25,SEDANG
DKI1,87.0,63.0,18.0,23.0,27.0,32.0,87.0,PM25,SEDANG
DKI1,99.0,69.0,14.0,34.0,19.0,50.0,99.0,PM25,SEDANG
DKI1,79.0,60.0,18.0,26.0,31.0,37.0,79.0,PM25,SEDANG
DKI1,76.0,58.0,12.0,35.0,26.0,51.0,76.0,PM25,SEDANG
DKI1,61.0,49.0,16.0,30.0,21.0,36.0,61.0,PM25,SEDANG
DKI1,66.0,52.0,18.0,25.0,23.0,33.0,66.0,PM25,SEDANG
DKI1,69.0,50.0,14.0,28.0,33.0,38.0,69.0,PM25,SEDANG
DKI1,73.0,54.0,9.0,26.0,41.0,42.0,73.0,PM25,SEDANG
DKI1,72.0,53.0,11.0,27.0,32.0,32.0,72.0,PM25,SEDANG
DKI1,98.0,63.0,13.0,24.0,33.0,30.0,98.0,PM25,SEDANG
DKI1,93.0,67.0,15.0,30.0,27.0,46.0,93.0,PM25,SEDANG
DKI1,87.0,62.0,16.0,25.0,24.0,37.0,87.0,PM25,SEDANG
DKI1,89.0,62.0,16.0,26.0,26.0,43.0,89.0,PM25,SEDANG
DKI1,90.0,63.0,15.0,25.0,30.0,41.0,90.0,PM25,SEDANG
DKI1,89.0,63.0,17.0,25.0,27.0,35.0,89.0,PM25,SEDANG
DKI1,85.0,57.0,15.0,26.0,20.0,40.0,85.0,PM25,SEDANG
